,dataset_name,dataset_url,pub_url,title
27,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://syndication.highwire.org/content/doi/10.3945/cdn.117.001446,"For Low-Income Americans, Living <For Low-Income Americans, Living 1 Mile (1.6 km) from the Nearest Supermarket Is Not Associated with Self-Reported Household Food Security 1 Mile (1.6 km) from the Nearest Supermarket Is Not Associated with Self-Reported Household Food Security"
28,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,http://academic.oup.com/aepp/advance-article-pdf/doi/10.1093/aepp/ppy013/24969578/ppy013.pdf,Re-Examining the SNAP Benefit Cycle Allowing for Heterogeneity
29,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://onlinelibrary.wiley.com/doi/full/10.1002/pam.22093,"Salience, Food Security, and SNAP Receipt"
30,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.sciencedirect.com/science/article/pii/S0306919217310552,A Comprehensive Life Cycle Assessment of Greenhouse Gas Emissions from U.S. Household Food Choices
31,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://onlinelibrary.wiley.com/doi/full/10.1002/pam.22113,Local Labor Demand and Program Participation Dynamics: Evidence from New York SNAP Administrative Records
32,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.emerald.com/insight/content/doi/10.1108/BFJ-07-2017-0372/full/pdf?title=household-acquisition-of-healthy-food-away-from-home,Household acquisition of healthy food away from home
33,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.sciencedirect.com/science/article/pii/S0306919216303542,How strong is the demand for food through direct-to-consumer outlets?
34,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,http://journals.sagepub.com/doi/pdf/10.1177/0890117118778243,WIC Households' Bread and Cold Cereal Purchases: When They Use Benefits Versus Paying Out of Pocket
35,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://onlinelibrary.wiley.com/doi/full/10.1002/soej.12345,SNAP and Paycheck Cycles
36,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.ers.usda.gov/webdocs/publications/79893/eib-157.pdf?v=3418.4,Comparing National Food Acquisition and Purchase Survey (FoodAPS) Data With Other National Food Surveys' Data
37,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.ers.usda.gov/webdocs/publications/85252/tb-1946.pdf?v=0,Food-at-Home Expenditures: Comparing Commercial Household Scanner Data From IRI and Government Survey Data
38,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.ers.usda.gov/webdocs/publications/85028/eib-179.pdf?v=0,The Differences in Characteristics Among Households With and Without Obese Children: Findings From USDA's FoodAPS
39,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.ers.usda.gov/webdocs/publications/84780/eib-176.pdf?v=0,The Food-Spending Patterns of Households Participating in the Supplemental Nutrition Assistance Program: Findings From USDA's FoodAPS
40,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.ers.usda.gov/webdocs/publications/85442/eib-180.pdf?v=0,The Influence of Food Store Access on Grocery Shopping and Food Spending
41,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.ers.usda.gov/webdocs/publications/86878/err242_summary.pdf?v=0,The Relationship Between Patronizing Direct-to-Consumer Outlets and a Household's Demand for Fruits and Vegetables
42,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.ers.usda.gov/webdocs/publications/88531/err-247.pdf?v=0,The Association Between Nutrition Information Use and the Healthfulness of Food Acquisitions
43,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.ers.usda.gov/webdocs/publications/90228/eib-196.pdf,America's Eating Habits: Food Away From Home
44,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://ageconsearch.umn.edu/record/281315,Eat at Home or Away from Home? The Role of Grocery and Restaurant Food Sales Taxes
45,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://onlinelibrary.wiley.com/doi/full/10.1002/soej.12343?af=R,"Food Access, Program Participation, and Health: Research Using FoodAPS"
46,IRI Consumer Network,https://www.iriworldwide.com/en-US/Solutions/Media/Media-Solutions/Consumer,https://ajph.aphapublications.org/doi/full/10.2105/AJPH.2016.303048?url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org&rfr_dat=cr_pub%3Dpubmed&,Food Environments and Obesity: Household Diet Expenditure Versus Food Deserts.
47,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.nber.org/papers/w21126.pdf,Is the Focus on Food Deserts Fruitless? Retail Access and Food Purchases Across the Socioeconomic Spectrum
48,IRI Consumer Network,https://www.iriworldwide.com/en-US/Solutions/Media/Media-Solutions/Consumer,https://aese.psu.edu/nercrd/publications/rdp/describing-US-households-food-purchasing-patterns-efsne-market-basket,Describing U.S. Households' Food Purchasing Patterns across Poverty and Urban Status: The EFSNE project Market Basket
49,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://academic.oup.com/aepp/advance-article/doi/10.1093/aepp/ppy018/5105734,Documenting the Link Between Poor Food Access and Less Healthy Product Assortment Across the U.S.
50,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ers.usda.gov/webdocs/publications/45445/54290_err197.pdf?v=0,Measuring the Impacts of Off-Season Berry Imports
51,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ers.usda.gov/webdocs/publications/90355/tb-1949.pdf?v=1369.6,"Examining Food Store Scanner Data: A Comparison of the IRI InfoSCan Data with Other Data Sets, 2008-2012"
52,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ers.usda.gov/webdocs/publications/45419/53640_err193.pdf?v=0,How Much Does It Matter How Sick You Get? Consumers' Responses to Foodborne Disease Outbreaks of Different Severities
53,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ers.usda.gov/webdocs/publications/42902/56772_eb27.pdf?v=0,The Cost of Satisfying Fruit and Vegetable Recommendations in the Dietary Guidelines
54,IRI Consumer Network,https://www.iriworldwide.com/en-US/Solutions/Media/Media-Solutions/Consumer,https://www.ers.usda.gov/webdocs/publications/47633/57105_tb-1942.pdf?v=0,Understanding IRI Household-Based and Store-Based Scanner Data
55,IRI Consumer Network,https://www.iriworldwide.com/en-US/Solutions/Media/Media-Solutions/Consumer,https://www.ers.usda.gov/webdocs/publications/82929/eib-167.pdf?v=0,Store Formats and Patterns in Household Grocery Purchases
56,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ers.usda.gov/webdocs/publications/85761/eib-183.pdf?v=0,An Assessment of Product Turnover in the U.S. Food Industry and Effects on Nutrient Content
57,IRI Consumer Network,https://www.iriworldwide.com/en-US/Solutions/Media/Media-Solutions/Consumer,https://www.ers.usda.gov/webdocs/publications/86401/eib-186.pdf?v=0,Food Purchase Decisions of Millennial Households Compared to Other Generations
58,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://tandfonline.com/doi/pdf/10.1080/15140326.2018.1526869,A New Approach to Estimate Household Food Demand with Panel Data
59,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ers.usda.gov/webdocs/publications/46843/28944_fanrr41.pdf?v=0,"Interstate Variation in WIC Food Package Costs: The Role of Food Prices, Caseload Composition, and Cost-Containment Practices"
60,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ers.usda.gov/webdocs/publications/43025/35759_efan02001.pdf?v=0,Infant Formula Prices and Availability: Final Report to Congress
61,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ers.usda.gov/webdocs/publications/46787/15976_fanrr39-1_1_.pdf?v=0,WIC and the Retail Price of Infant Formula
62,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ers.usda.gov/webdocs/publications/42958/32016_efan01006_002.pdf?v=0,Infant Formula Prices and Availability: An Interim Report to Congress
63,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://academic.oup.com/jssam/article/doi/10.1093/jssam/smz024/5566331/,Estimation of Underreporting in Diary Surveys: An Application using the National Household Food Acquisition and Purchase Survey
64,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,https://www.doi.org/10.1016/j.foodpol.2017.08.013,Lessons learned from the national household food acquisition and purchase survey in the United States
65,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,http://www.ncbi.nlm.nih.gov/pubmed/30413342,The Grocery Purchase Quality Index-2016 Performs Similarly to the Healthy Eating Index-2015 in a National Survey of Household Food Purchases
66,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,http://www.ncbi.nlm.nih.gov/pubmed/30413341,Examining the Quality of Foods and Beverages Across the Food Stream
67,FoodAPS National Household Food Acquisition and Purchase Survey,https://www.ers.usda.gov/data-products/foodaps-national-household-food-acquisition-and-purchase-survey/,http://www.ncbi.nlm.nih.gov/pubmed/30683617,Foods and Beverages Obtained at Worksites in the United States
68,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ifama.org/resources/Documents/v17ia/Lin-Guthrie-Rahlovsky-Lin-Lee.pdf,Simulating the Effect of the Nutritionh Fact Label Revision: Added Sugar and the Demand for Ready-to_Eat Breakfast Cereals
69,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,,FOOD DESERTS AND THE CAUSES OF NUTRITIONAL INEQUALITY
70,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,,Linking IRI Data to USDA Nutrition Databases to Measure Diet Quality
71,Nielsen Homescan,https://catalog.data.gov/dataset/nielsen-homescan,https://doi.org/10.1093/qje/qjz015,Food Deserts and the Causes of Nutritional Inequality
72,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,,Linking USDA Nutrition Databases to IRI Household-Based and Store-Based Scanner Data
73,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,,Describing U.S. Households Food Purchasing Patterns across Poverty and Urban Status: The EFSNE project Market Basket
74,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,,Does a nutritious diet cost more in food deserts?
75,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,,IS THE FOCUS ON FOOD DESERTS FRUITLESS? RETAIL ACCESS AND FOOD PURCHASES ACROSS THE SOCIOECONOMIC SPECTRUM
76,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,,FoodAPS Data Now Available to the General Public
77,IRI Infoscan,https://www.iriworldwide.com/en-US/Solutions/Retail,https://www.ncbi.nlm.nih.gov/pubmed/21917618,The relation of life insurance to public hygiene.
78,Seattle Obesity Study,https://depts.washington.edu/uwcphn/work/cor/diet_disparities.shtml,https://digital.lib.washington.edu/researchworks/handle/1773/25447,Socioeconomic trends in household food expenditures: Comparing objective food shopping receipts vs. self-reports
79,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/29548321,"ANDALE Pittsburgh: results of a promotora-led, home-based intervention to promote a healthy weight in Latino preschool children"
80,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,,Mother Feeding Style and Health Outcomes of Children
81,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://www.doi.org/10.1093/aepp/ppu039,"Revisiting the Supplemental Nutrition Assistance Program cycle of food intake: Investigating heterogeneity, diet quality, and a large boost in benefit amounts"
82,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://hdl.handle.net/1920/10615,"Grocery Shopping Destination Choice and Obesity: An Empirical Study of Urban Population in Bangkok, Thailand"
83,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/29696157,Design and outcomes of the Patient Centered Outcomes Research Institute coronary heart disease cohort study
84,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,http://www.ncbi.nlm.nih.gov/pubmed/26414481,Did the 2009 American Recovery and Reinvestment Act affect dietary intake of low-income individuals?
85,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,,"Exploring the Relationship of Healthy Lifestyle Characteristics with Food Behaviors of Low-Income, Food Insecure Women in the United States"
86,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/31172179,"Plant- and animal-protein diets in relation to sociodemographic drivers, quality, and cost: findings from the Seattle Obesity Study"
87,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/23916974,Positive attitude toward healthy eating predicts higher diet quality at all cost levels of supermarkets
88,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/25245799,Time spent on home food preparation and indicators of healthy eating
89,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/23988018,"The influence of gender, age, education and household size on meal preparation and food shopping responsibilities"
90,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://www.doi.org/10.1016/j.foodpol.2019.05.003,What is driving increases in dietary quality in the United States?
91,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://scholarworks.umass.edu/dissertations_2/1225,Consumer Behaviors Added Sugar Intake Diet Quality Inflammation and Metabolic Syndrom Risks among Adults from the National Health and Nutrition Examination Survey
92,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,,Broccoli or Burgers? Food Law's Policy Impact on the Marketplace and Eating Habits
93,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://doi.org/10.1016/j.jfca.2014.12.018,Unsavory choices: The high sodium density of U.S. chain restaurant foods
94,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://hdl.handle.net/11299/172592,"Providing flexible food portions in a restaurant setting: Impact on business operations, food consumption and food waste."
95,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://shareok.org/handle/11244/25646,Which Agricultural Sectors Benefit from the Low-carbohydrate Diet Movement: a Survey of Consumer Perceptions of Healthy Food Substitutes on a Low-carbohydrate Diet
96,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/26970294,Food-related behavior and intake of adult main meal preparers of 9-10 year-old children participating in iCook 4-H: A five-state childhood obesity prevention pilot study
97,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://hdl.handle.net/2142/95552,Culinary Skills: Immediate and Intermediate Impacts of A Peer-Education Intervention for Adolescents
98,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/30280918,"Grocery Shopping, Dinner Preparation, and Dietary Habits among Adolescents and Young Adults in Canada"
99,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/28392882,Development and Feasibility of a Childhood Obesity Prevention Program for Rural Families: Application of the Social Cognitive Theory
100,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://ssrn.com/abstract=3387546,Determinants of Entertainment and Apparel Expenditures in an American Household
101,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/30484416,"Delay discounting and its association with food purchasing considerations and food availability in the home in south-east Alabama, USA"
102,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://journals.lww.com/acsm-tj/Fulltext/2017/07150/Study_Protocol_for_a_Home_Based_Obesity_Prevention.1.aspx#pdf-link,Study Protocol for a Home-Based Obesity Prevention Program in Latino Preschool Children
103,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://www.ncbi.nlm.nih.gov/pubmed/26773020,"Update on NHANES Dietary Data: Focus on Collection, Release, Analytical Considerations, and Uses to Inform Public Policy"
104,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://www.ers.usda.gov/amber-waves/2015/april/national-surveys-reveal-modest-improvement-in-the-types-of-foods-available-in-americans-homes/,National Surveys Reveal Modest Improvement in the Types of Foods Available in Americans' Homes
105,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://doi.org/10.1093/ajae/aav072,The Effects of Benefit Timing and Income Fungibility on Food Purchasing Decisions among Supplemental Nutrition Assistance Program Households
106,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,http://hdl.handle.net/1811/80704,What Keeps Columbus Cooking? A Survey of Cooking Behavior
107,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://digitalcommons.usu.edu/etd/7221,"U.S. Consumers' Perception, Intention, and Purchase Behavior of Grass-Fed Beef"
108,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://doi.org/10.1093/aepp/ppy037,Demand for Household Food Waste
109,The Healthy Eating Index,https://www.fns.usda.gov/resource/healthy-eating-index-hei,http://www.ncbi.nlm.nih.gov/pubmed/30917878,"Greenhouse gas emissions, total food spending and diet quality by share of household food spending on red meat: results from a nationally representative sample of US households"
110,The Healthy Eating Index,https://www.fns.usda.gov/resource/healthy-eating-index-hei,http://www.ncbi.nlm.nih.gov/pubmed/31151225,Geographic Differences in the Dietary Quality of Food Purchases among Participants in the Nationally Representative Food Acquisition and Purchase Survey (FoodAPS)
